story,gender
"אני אוהד שרוף של הפועל חולון. במשך שלוש שנים לא פספסתי אף משחק, בית או חוץ, אך בגלל התפרצות הקורונה המגרשים היו סגורים לקהל והמגרשים היו ריקים במשך יותר משנה והרצף שלי נקטע. היה קשה מאוד לעודד את הקבוצה מהבית. האמוציות הן לא אותן אמוציות, לא מרגישים את האווירה המחשמלת שיש במגרש כשהשחקנים עולים להתחמם, כשהמשחק מתחיל וכל הקהל שר את השירים, כשיש מהלך מבריק, או סל שמשנה מומנטום של או כשהם מנצחים. לפני תחילת העונה עשיתי מנוי רק מתוך התקווה שבמהלך העונה נזכה לחזור למגרשים. כמוני היו עוד 2000 אוהדים שעשו מנוי. למזלנו, הותר לחזור למגרשים בסוף מרץ. הייתה רק בעיה אחת. המתווה החדש דרש שתהיה הגבלת קהל, כלומר, עד 500 אנשים בתוך אולם סגור, וכמו שכתבתי היו לקבוצה 2000 מנויים. לכן הוחלט כי תיערך הנגרה בין כלל המוניים.ץ כלומר סיכוי של 25 אחוז לחזור למגרשים. השנה הייתה שנה מאוד בגלל הלמידה מהזום, והסגרים, וגם תוך כדי השנה עברתי ניתוח בברך בגלל קרע ברצועות. בנוסף לכך לא לראות את החרים מהיציע במשךל שנה היה מאוד קשה. יומיים לפני המחשק נערכה הגרלה ולמזלי זכיתי בכרטיס למשחק. ההתרגשות הייתה בשיא ובלילה שלפני המשחק לא יכולתי להירדם. גם במהלך היום לא התחלתי להתרכז בשום דבר. אחרי שסיימתי את הלימודים פרסתי את כל הבגדים. חולצת המזל, הצעיף של הבוצה שהיה תלוי במשך שנה. מי שלא חלק מזה באמת לא יצליח להבין. בדרך כלל אני מגי למגרש כרבע שעה לפני תחילת המשחק אבל היה פה משהו אחר. הגעתי למגרש שעה לפני תחילת המשחק רק כדי לראות את השחקנים מתחממים, לראות שוב את ההיכל מבפנים, לראות את הפרקט שלא ראיתי במשך יותר משנה. המשחק היה משחק חשוב בליגת האלופות נגד קוצה טורקית והיה קרב ישיר על העפלה לשמינית הגמר, מעמד שבו הקבוצה אף פעם לא השתתפה ומבחינתינו זה היה משחק של להיות או לחדול. מה גם שלראות ניצחון במגרש אחרי כל כך הרבה זמן בבית היה עוד יותר חשוב. לפני המשחק אף אחד לא נתן לנו סיכוי לנצח מכיוון שמדובר בקבוצה עם שחקנים ותקצחב הרבה יותר גבוהה משלנו. למרות זאת, כל המשחק נאבקנו רק כדי לנצח. לבסוף הפסדנו על חודו של סל. ההפסד היה מתסכל אבל היה מרגש לראות את הקבוצה והשחקנים מגיעים ליציע רק כדי להודות לנו שבאנו והיה נראה שגם הם מתרגשים לראות אותנו. בסופו של דבר כן הצלחנו להעפיל לשלב שמינית הגמר ואף המשכנו עד לרבע גמר, הישג השיא של המועדון. בנוסף לכך, מאז אותו משחק, ההגבלות הוסרו ושוב ניתן לראות את המגרשים מלאים, ואני למדתי להעריך את הדבר שנראה כל כך מובן מאליו לפני וזה להגיע למגרש.",m
"כזוג מאורס טרי סגרנו תאריך, אולם אירועים, ספקים ודאגנו לכל הפרטים הקטנים ודבר אחד לא לקחנו בחשבון – מגיפת הקורונה. לאחר שהכל היה מוכן ומאורגן, הספקים סגורים, האולם מעוצב לפי בחירתנו, השמלה שנתפרה בעיצוב אישי וחליפת החתן שחיכתה בבית הגיע היום בו הקורונה הגיע גם לישראל. המגפה גרמה לעלייה מהירה מאוד בתחלואה ואנשים בקבוצות סיכון חלו קשה מאוד, אנשים התחילו לפחד לצאת מהבית, המדפים בסופרים החלו להתרוקן מהפחד שיהיה סגר ואסור יהיה לצאת מהבית לכל מטרה. כשבועיים לפני היום המאושר בחיינו ראש הממשלה הצהיר כי יש איסור התקהלות של 200 איש בשטח סגור ו500 איש בשטח פתוח, לאחר עוד יום ירד ל100 איש בשטח סגור, לאחר עוד יום ל50 ולאחר מספר ימים אסור היה להתקהל יותר מ10 אנשים. הצהרת ראש הממשלה הייתה קשה לרבים מהאזרחים ואנחנו נאלצנו לחשב מסלול מחדש, כל יום מספר הנדבקים והחולים עלה ואיתו גם הפחד והדאגה בעיקר למשפחה ולמבוגרים שלנו. לא ידענו אם לדחות את החתונה או לקיים חופה מצומצמת ורק את המסיבה לדחות אז החלטנו להגיע לאולם האירועים כדי להבין מה יהיה ניתן לעשות בנידון. כאשר הגענו לאולם בעל האולם הרגיע אותנו ואמר שתוך מספר חודשים המצב ירגע ויהיה ניתן לקיים את האירוע שלנו, היינו אופטימיים וקבענו תאריך חדש לחודשי הקיץ בתקווה שהמגיפה תחלוף והעולם יחזור לקדמותו. לאחר עוד כמה ימים שהמגפה ממשיכה להתפשט החלטנו שלא נחכה לקיץ כי אין לדעת מה יהיה ואת החתונה לא רצינו לדחות, ב24 שעות ארגנו חופה מצומצמת , 14 אנשים הכוללים את החתן והכלה והכל על פי ההנחיות של משרד הבריאות. התחתנו בשעה טובה ואת האירוע החלטנו שלא נבטל והיינו מלאי תקווה שבקיץ באמת נוכל לחגוג את נישואינו ולשמוח עם כל המשפחה והחברים. הגענו לתאריכי הקיץ, התחלואה בעלייה והחל עוד סגר, שוב נדחה האירוע וכך דחינו את האירוע במשך 4 פעמים עד שהגיעו החיסונים, נפתח המשק ולאחר שנה של ציפייה זכינו גם לחגוג באירוע החתונה שלנו עם כל האנשים שאנחנו אוהבים.",f
"אז זוהי חוויה מתסכלת שקרתה לי בקורונה אולי תשעשע הקוראים. לחבר שלי יש מזל נאחס. כמה נאחס? מסתבר שהמון! זה התחיל מהשחרור שלו מהצבא שם הוא ניסה למצוא לעצמו עבודה עם הניסיון שקיבל בתור איש IT אך כל פעם שהגיע לראיון תמיד היה משהו שהפריע. אם זה הוא שלא ידע לענות או שסגרו את התקן של המשרה. לאחר שניסה ללא הצלחה למצוא עבודה החליט שלעשות תואר במדעי המחשב. גם אז הנאחס תקף אותו שוב ובתחילת לימודיו פרצה שביתה והוא לא הצליח ללמוד כראוי במהלך הסמסטר ונשר מלימודיו האקדמים. כבר תקופה שהוא מחפש את עצמו בעולם הלא פשוט הזה. במקביל אני התקבלתי למשרה, עבדתי תקופה והתפנה תקן לעוד עובד. אמרתי לעצמי, יאללה ננסה אם יצליח אולי אעשה לו מצווה. סיפרתי לראש צוות שלי עליו, אמרתי לו שיש לו ניסיון צבאי שיתאים לתפקיד והוא התלהב וביקש ממני את קורות החיים שלו. לאחר כמה ימים חזר אליי ראש הצוות ושאל אותי מה קורה לאותו אדם? למה בעצם מאז הצבא הוא לא עשה כלום. אמרתי לו, ובכן, הוא בנאדם נאחס אבל תן לו צ'אנס ולא תתחרט! הוא הסכים וזימן את חבר שלי לראיון. יום הראיון הגיע, יום גשום, חבר שלי קיבל זימון במייל להכנס לזום. הוא נכנס ומתחיל בראיון. כעבור כמה דק' נשמע רעם והכלב שלו התחרפן, נכנס לחדר שלו באמצע הראיון והפיל את המצלמה מהלחץ. אם כל זה לא הספיק בשביל שתאמינו לי, גם הפסקת חשמל הצטרפה לחגיגה והוא נאלץ להמשיך את הראיון בפלאפון. לאחר שבוע מהראיון הוא מקבל טלפון מהחברת כוח אדם שמבשרת לו שהתקן נסגר.איזה נאחס. הוא מתקשר אליי, מבואס כמובן, מספר לי את זה ואני לא מבין למה זה קרה. למה סגרו תקן כשיש צורך. למה קיימו ראיון בכלל. כעבור כמה ימים מאז אותה שיחה ביני לבינו, מנכ""ל החברה ביקש מכל עובדי החברה להכנס לישיבה. באותה ישיבה המנכ""ל מבשר לכל העובדים שסניף החברה בישראל נסגר בעקבות קיצוצים. מסתבר שמפתחים ישראלים מקבלים יותר מדי כסף. איזה יום שחור. מיד התקשרתי לחבר שלי וסיפרתי לו. הוא בתגובה אמר לי ""שמע מזל רע כזה עוד לא היה לי! עוד לא קרה לי שעשיתי ראיון למשרה והחברה נסגרת"". אח""כ פגשתי במזדרון את הראש צוות שלי, גם הוא אמר לי בחצי צחוק ""אין, הוא הביא עלינו את הנאחס"". היום, גם אני וגם חבר שלי מובטלים.",m
"לפני כשחצי שנה הייתי עד לטביעה שנגמרה במוות בחוף אכזיב. זה היה ביום שבת בבוקר, היה יום יפה ואני ובת הזוג שלי טיילנו בצפון, באותו הבוקר היינו בראש הנקרה ולאחר מכן כשהשמש יצאה נסענו לחוף אכזיב שבגליל העליון צפונית לגן הלאומי. זהו אזור ללא שירותי הצלה, לכן לא נכנסנו למים אלא רק שיחשחנו בשפת הים ופרסנו מחצלת ושמשיה ופשוט נהננו מהשקט והיופי של הים והטבע דבר ששנינו מאוד אוהבים ומתחברים אליו,הכל היה שקט ופסטורלי. לאחר כחצי שעה מהרגע שהגענו, התחלנו לשמוע צעקות של אנשים שהיו בקרבת החוף. ראינו גבר צעיר ששכב בסמוך לקו המים כשהוא מחוסר הכרה, ללא דופק וללא נשימה. מסתבר שאחד מהאנשים שראה אותו טובע פשוט רץ למים וניסה למשוך אותו החוצה. כל האנשים שמסביב צעקו לעזרה וחיפשו מישהו שיציל את הבחור שטבע. לשמחתי, אני חובש בהכשרתי וצברתי המון ניסיון בצבא וגם אחרי הצבא בהדרכות של חובשים וטיפול במקרי חירום בדיוק כמו טביעה. רצתי אל הבחור תוך כדי שאני מבקש מהבת זוג שלי להזעיק עזרה ממדא שכבר שמעו על האירוע והיו בדרך. במקרים כאלו הכי טוב זה פשוט לבדוק דופק ובמידה ואין ישר מתחילים בעיסויים והנשמות - כלומר בהחייאה. היה חם מאוד והדבר היה לא פשוט למי שניסה פעם לעשות החייאה. אחרי 6 דקות התחלתי להתעייף וכמעט שהתייאשתי. פתאום אני מתחיל להרגיש דופק חלש שחוזר והחזיר לי את התקווה שאולי נצליח להציל את האדם.אחרי בערך כ10 דקות הגיע אופנוע של זק""א שהמשיך אותי בעיסויים עד הגעת האמבולנס טיפול נמרץ שהתעכב מאוד. הבאנו לפרמדיקים את הבחור שהוא עם דופק חלש מחוסר הכרה וישר הם פינו אותו לבית החולים הקרוב בנהריה. מדהים כמה שהחיים לא צפויים, דקה אחת שאתה נמצא במקום הכי יפה,שקט ופסטורלי שיש במדינה ודקה אחריה אתה מוצא את עצמך בסיטואציה קשה שנקלעת אליה ואתה כרגע האדם היחיד שיכול להציל את המצב. האמת שמצבים כאלה אני משתדל לנסות ולשכוח את המקרה ולא לבדוק מה קרה איתו בסופו של דבר, אך לצערי גיליתי כמה שעות לאחר מכן ברדיו בנסיעה חזרה הביתה שהגבר הצעיר טבע למוות. התחושות האלה תמיד מעורבות עם מעט רגשת אשם שאולי יכולת לעשות יותר, אבל האמת היא שסטטיסטית רוב החייאות האלו נכשלות ולפעמים גם זה מאוחר מידי מדי לעשות משהו, במיוחד במקרי טביעות. חוץ מזה שגם יכול להיות שלמד""א לקח יותר מידי זמן להגיע ולכן אני יודע למתן את התחושה הזאת ולהמשיך הלאה בתחושה טובה שלפחות ניסיתי לעזור ולפעמים לא הכל הולך כמו שרוצים.",m
"לפני מספר חודשים בתקופת הלימודים בזום עקב הקורונה ישבתי בבית לקראת שיעור זום בשעות אחר הצהריים, הדלקתי את המחשב, הלכתי להביא לי משהו לשתות וישבתי מול המחשב. לא הספקתי לשים את האוזניות על הראש כשלפתע קיבלתי טלפון מאישתי שלפני כמה זמן נסעה להביא את הילדים מהגן ,לא הבנתי למה היא מתקשרת, היא יודעת שאני לומד ושהטלפון מסיח את דעתי ובכל זאת התקשרה, הסיטואציה כבר הייתה מוזרה, עניתי, על הקו בצד השני אישתי הייתה לחוצה בטירוף בקושי מצליחה לדבר, כמובן שמיד הרגעתי אותה כדי שאוכל להבין מה קרה ואיך אוכל לעזור לה, נלחצתי ממש אבל שידרתי לה שהכל בסדר כדי שהיא בעצמה תוכל להירגע. היא סיפרה לי שבדרך הביתה רכב הסעות גדול פשוט נכנס לה לנתיב בלי לאותת כאשר אין לה אפשרות לברוח לשום מקום ופשוט התנגש בה. הילדים היו ברכב, ולכן השאלה הראשונה ששאלתי אותה היא האם היא והילדים בסדר כי זה מה שהכי חשוב, היא ענתה שכן, אבל הם ממש מבוהלים, גם היא וגם הילדים, אמרתי לה שמאוד חשוב שתשדר רוגע לילדים ושאני מיד מגיע. תוך כדי שאני איתה על הקו היא החליפה פרטים עם נהג רכב ההסעות הגדול שטען שלא ראה אותה עקב השטח המת שלצידי הרכב, למרות שלא ראה הוא עבר לנתיב השני וגרם נזק חמור לצד הרכב שלנו. כשהגעתי מיד חיבקתי את אשתי ואת הילדים כדי להרגיע אותם, כשראיתי שהכל בסדר איתם התפניתי להתעסק ברכב, עקב התאונה הצמיג השמאלי אחורי נקרע לחלוטין והייתי צריך להחליף אותו כדי שנוכל לפנות את הרכב מאמצע הכביש, זה היה יום חם מאוד, הכביש היה מאוד סואן, החלפת גלגל לא יכלה להיות פחות נעימה מזו. שמתי משולש אזהרה במרחק כמה מטרים לפני הרכב כדי שאוכל להחליף את הגלגל בבטחה. כשהוצאתי את הגלגל החלופי גיליתי שאין בו אוויר כלל, לא היה ניתן ליסוע איתו במצבו, התקשרתי לאבא של אשתי כדי שיגיע ויביא איתו קומפרסור כדי למלא את האוויר, עד שהגיע החלפתי את הגלגל. כשהגיע מילאתי אוויר בגלגל ומשם לקחנו את הרכב להחליף את הצמיג שנקרע. בסופו של דבר הסיפור נגמר בנזק לרכוש בלבד תודה לאל, מה שחשוב הוא שכולם בריאים ושלמים.",m
"בעקבות זאת שהשנה קבענו תאריך לחתונה שלנו (שלי ושל אשתי לעתיד) החלטנו בהחלטה משותפת לסגור את חשבונות הבנק שהחזקנו עד כה ולאחדם לחשבון אחד משותף, מה שהוביל אותי לסניף הבנק הישן שלי. אבל לפני שהגעתי לסניף החלטתי בדרך לעבור אצל סבא וסבתא שלי מצד אמא כדי לבלות איתם קצת זמן ולקחת אוכל של סבתא כמובן(עיראקית אחרי הכל), משם פניתי ישירות לסניף. בדרך הקצרה מאוד בין ביתם של סבי וסבתי לסניף הבנק הספקתי גם לעבור תאונת דרכים קלה כשנהגת שלא השקיעה יותר מדי תשומת לב בדרך נכנסה ברכבי מאחור,התעצבנתי מאוד כי הרכב דיי חדש אבל מהר מאוד נרגעתי, החלפנו פרטים, נפרדנו בנחמדות וסוף כל סוף הגעתי לסניף הבנק! עקב הקורונה מכניסים אחד אחרי אחד לפי הסדר ואז נוצר תור ממש ארוך בחוץ,בשמש הלוהטת שמעתי כמה מילים שעברו אל עבר אוזניי של גברת מבוגרת,ואדון בשנות ה-40 לחייו מין חילופי מהלומות כאלה שלא נעים לשמוע מהצד אפילו,על מי לפני מי (כן,כן,למרות שיש פתקיות של מספרים שאמורות למנוע את זה) ניסיתי להרגיע אותם מחוסר הנעימות והרצון הבלתי נשלט שלי להתערב בעניינים שלא שלי ואמרתי שכולם בסוף יכנסו, ואז אמרתי לאותה גברת: ״חם,כולם עצבניים״ והיא ענתה: "" ""כן! בחום הזה המון עצבים צפים"" "", ובאותו רגע אולי כי החום השפיע גם עליי או סתם כי היא הרימה לי להנחתה זרקתי באוויר: ״אז תבואי בחורף״ כמובן שבציניות שניסתה להשכין מין שלום חברתי. והיא ענתה בחיוך שעוד שניה שלח ענן סוער לשמים ״יותר טוב בחורף,זה מרגיע״ ושוב התחכמתי איתה..״אפשר לשאול משהו גבירתי?״״נניח שהיינו בחורף,וגשם זלעפות יורד,ואת מחכה בגשם הזה,אז איך עדיף לחכות? כשאת נשרפת מהשמש? או נרטבת מהגשם?״ כאן היא ענתה לי בחיוך מנומס,כאילו ראיתי על פניה את הסמיילי של האישה עם הידיים לצדדים שאומר ״אין לי תשובה״ התקלת אותי! מוסר השכל בסיפור הקצר שלי, הישראלי הממוצע. לא משנה אם יחכה בשמש,בגשם,בסתיו,באביב, תמיד הוא יהיה עצבני! אה.. ואגב.. כהרגלי שוב הפעלתי את קסמיי ונכנסתי לפני התור. גם אני הישראלי הממוצע אחרי הכל.",m
"בחודש האחרון התחלתי תפקיד חדש בעבודה, תפקיד מאוד מעניין אותו רציתי לבצע כבר המון זמן , תפקיד שיוכל לקדם אותי הלאה בעתיד המקצועי. כשהגעתי לתפקיד בשבוע הראשון קיבלתי משימה לארגן פורום רחב עם המון משתתפים בנושא מקצועי כלשהוא הקשור לעבודה , כשקבילתי את המשימה חששתי כי אני עדיין לא בקיא בנושאים המקצועיים בעבודה ואני לא מרגיש בנוח לערוך את הכנס הזה גם מבחינה מקצועית וגם מבחינה שהייתי רוצה להגיע אליו מוכן ולהכניס בו המון "" ""בשר"" "" וערך אישי ממני אליו. כיוון שלא רציתי לערוך את הכנס הזה פניתי למנהל הישיר שלי וביקשתי ממנו שידבר עם המנהל שלו ( כי הדרישה עלתה ממנו ) ויבקש לדחות את הכנס למועד אחר קצת יותר מאוחר , המנהל שלי אמר שהוא ידבר עם המנהל שלו במטרה לדחות את זה ובמקביל גם אני ניסיתי לדבר איתו ישירות ועם העוזרת לשכה שלו. המנהל של המנהל לא הסכים לדחות את הפורום ורצה לערוך אותו בכל מקרה בתאריך המיועד בטענה כי זה תאריך אשר נקבע בגאנט בתחילת שנה ואי אפשר לחרוג ממנו , תחילה אני התבאסתי כי באמת לא רציתי לערוך את הפורום הזה במועד הקרוב הנ"" ""ל , אך שהבנתי כי אין מה לעשות ואני כנראה שלא אצליח לדחות אותו התחלתי להכנס לקצב ולחשוב על מה אני רוצה להכניס לפורום . תחילה התעמקתי הרבה יותר מקצועית בנושאים שאמורים לעלות בפורום והקפדתי לרדת לפינות הקטנות ולרזולוציות הקטנות על מנת שאהיה בקיא בכל הנושאים ולא אתקל בשאלות מצד המשתתפים שישאירו אותי ללא מענה. למזלי גם יש תחתיי צוות טוב של אנשי מקצוע שעזרו לי מאוד להכין את הכנס הזה ולהתכונן אליו מקצועית וגם אישית . בכל השבוע שלפני הכנס התכוננתי מאוד חזק והכנתי יחד עם אנשיי את כל החומר ואת כל הנושאים אותם אנו רוצים להעביר וכשהצגתי לראשונה למנהל שלי את הנושאים ואת המצגת שתעבור בפורום הוא היה מאוד מרוצה ומופתע שהגעתי לרמה מקצועית שכזו בפרק זמן כה קצר ושהשקעתי ולא וויתרתי לעצמי. לבסוף הכנס הזה , הגיעו כלל האנשים שהזמנו והכנס למזלי עבר בצורה מאוד טובה ומקצועית וקיבלתי המון מחמאות ותשבוחות הן מצד עמיתיי לעבודה והן מצד המנהלים , אין ספק כי קיבלתי נקודת פתיחת טובה לתפקיד הן ברמה המקצועית והן באישית , למרות שתחילה לא רציתי לערוך את הכנס אך בדיעבד מתברר כי להשאיר את המועד המקורי הינה החלטה נכונה ומשמעותית.",m
"אחרי עוד סמסטר בזום ותקופת מבחנים עגומה, החלטתי לטוס לשבועיים מבלי לדעת את הציונים של מועדי א׳. במהלך השהייה בחו״ל התחלתי לקבל את הציונים. הציון הראשון אשר אותו קיבלתי ביום הטיסה היה בסביבות ה-90 דבר אשר גרם לי לתחושה טובה להמשך קבלת הציונים של הקורסים הנוספים של אותו הסמסטר. הציונים אשר באו בהמשך היו גם הם בסביבות השמונים וחמש עד תשעים אבל הציון האחרון אשר המועד ב׳ שלו היה יום וחצי אחרי הטיסה חזרה שלי לארץ היה נכשל. לאחר קבלת הציון התחלתי לעבור על טופס הבחינה ועל ההערות שניתנו והרגשתי שהיו טעויות במהלך הבדיקה ולכן הגשתי ערעור על מספר שאלות מהמבחן. לאחר מספר ימים שלא קיבלתי מענה על הערעור (שלטעמי היה מוצדק), שלחתי מספר הודעות למרצה באימייל של המכללה. לאחר יומיים קיבלתי תשובה על הערעור, ולהפתעתי הערעור נדחה והתשובה לערעור הייתה מאוד קצרה ובכלל לא משקפת את אופן הערעור. בעקבות כך נאלצתי ללמוד למבחן תוך כדי שאני בחו״ל (דבר אשר פגע לי בהנאה והתחושה הכללית שלי במהלך השהות שלי שם) ואף במהלך הטיסה עם כל הקשיים (בין אם זה האנשים שהיו מסביבי במטוס ועד לעובדה שהטיסה הייתה טיסת לילה מאוחרת). לאחר שנחתתי בארץ בבוקר היה לי בסביבות יום אחד להתכונן לבחינה. פניתי לאחד החברים אשר הוא החליט לא לטוס לחו״ל ובמקום זה התחיל ללמוד למועד ב׳ כשבועיים וחצי לפני המועד ב׳ (גם כאשר הוא לא ידע את הציון למועד א׳). במהלך הלמידה איתו עברתי על בערך כל החומר ברפרוף וניסיתי לזכור מילות מפתח ודרכי פתרון לשאלות נפוצות. ניסיתי להתרכז ככל האפשר (הרי נחתתי באותו היום) אך לקראת השעה עשר בלילה החלטתי שלמדתי מספיק והודעתי לו שנתראה במבחן. כשהגיע השעה של המבחן הרגשתי שאני מספיק שוחה בחומר (פחות ממה שהרגשתי ממועד א׳ שהרי בו נכשלתי). לאחר המבחן הייתה לי תחושה שהלך לי טוב במבחן וכי יכול להיות שאני אוציא ציון גבוה. למרבה המזל קיבלתי ציון סופי של בסביבות ה80 ואני מרוצה מכך מאוד. (הרי בקושי למדתי למבחן).",m
"ב2020 לאחר הרבה התלבטויות טסתי לבד לניו יורק,חששתי בהתחלה אך החלטתי שזה לא יעצור אותי מלהגשים את חלומי ולבקר באחת הערים התוססות בעולם. במהלך הטיול שלי פגשתי אנשים חדשים ומעניינים וזכיתי להכיר תרבויות חדשות. לאחר כמה שבועות בעיר, פרצה מגפת הקורונה בעולם מה שהשפיע קשות על העיר וכל החנויות ומקומות הבילוי נסגרו. העיר נהפכה כמו עיר רפאים כמו שאף אחד לא הכיר אותה מעולם. הטיסות נסגרו ולא הייתה אפשרות לחזור לישראל. לכן החלטתי שאני פונה לשגרירות ישראל בניו יורק לעזרה. לאחר כמה ימים הוחלט להוציא טיסת חירום לישראל, לצערי לא זכיתי לעלות עליה ונשארתי בעיר לעוד כמה ימים. במהלך ימים אלו החלטתי לעשות שינוי והצלחתי לתפוס טיסת חירום היישר לאיטליה שהייתה בתקופה נוראית וקשה מבחינת הקורונה. למזלי, הייתה לי שם חברת ילדות שגרה שם עקב לימודי רפואה. החברה הזאת הכירה לי את חבריה, שהסתבר שחלקם נדבקו בקורונה באותה תקופה. למזלם הגדול הם עברו את זה בשלום והחלימו, ולמזלי, הם לא הדביקו אותי. הייתי אצלה מספר שבועות שבמהלכם זכיתי לטייל במקומות מעניינים, לאכול אוכל חדש ויותר מהכל להכיר את איטליה ללא כל התיירים שלה. לאחר כמה שבועות החלטתי לנסות שוב את מזלי ופניתי שוב לשגרירות שהצליחו להכניס אותי לטיסה ישירה לישראל. עברו כמה ימים, ארזתי את כל חפציי וביום רביעי בשעה 18:30 מצאתי את עצמי בדרך לישראל אחרי 4 חודשי טיול במקום חודשיים כמו שהיה במקור. שהגעתי לישראל הצטערתי לגלות שגם ישראל שלנו בסגר לחוץ, האנשים לא יוצאים מהבתים ומבוגרים מפחדים להתקרב לצעירים מחשש להדבקה. הממשלה לא תפקדה והיו המון בעיות שלא הצליחו להפתר. אני יכולה לומר למרות כל החודשים המטורפים שעברתי באותה תקופה, מאוד שמחתי סוף סוף לחזור לישראל. ועם כל השמחה שלי אני לא מתחרטת על היום בו הלטתי לטוס ,למרות שהייתי לבד כל הזמן, ונדדתי בין מלונות ובתים, ועוד הייתי 14 יום בבידוד אחרי שחזרתי מאיטליה, אני שמחה על החוויה שלי. היא נשמעת מיוחדת ושונה, כמעט קשה להאמין לה.",f
"ביום הבחירות נסענו לבקר את אימי ז""ל בבית הקברות. היה זה יום חמים מאוד השנוא עליי. קמנו בבוקר מאוד מאוחר וכהרגלנו לא הצלחנו לעמוד בלוחות הזמנים, קבענו ב7 בבוקר עם המשפחה שלא הפסיקה לצלצל כיוון שאנו צריכים לאסוף אותם. ברוב כעס כמעט והכל בוטל. הכי מצחיק שקמנו בבוקר חשבנו עוד לנקות את המכונית לפסח לקנות קפה ולהצביע. כמובן שלאחר שיחת הטלפון מהמשפחה כל זה נמוג, הכעס הרב גרם לנו למהר לבטל הכל ופשוט להגיע. נסענו לכיוון המשפחה נסיעה של כ-30 דקות, כשכהענו המשפחה כבר הפסיקה לכעוס ורק חשבה איך להגיעה לבית העלמין. הגענו לבית העלמין והנחנו פרחים קראנו תפילות הדלקנו נרות וניקינו את הקבר. לאחר כמה תפילות דיברנו בזכרה התפללנו כל אחד באופן אישי והמתנו לחברי המשפחה לסיים. לאחר בית העלמין כהרגלנו המשכנו מעצב לשמחה כמו שאנו עושים על שנה. לאחר אבל צריך להגיע השימחה ממש מו יום העצמאות. בשעה 11:00 כבר יצאנו מבית העלמין והיעד היה מסעדה (כל זאת מבלי לחושב שצריך תו ירוק). התלנו להסתובב בין בית הקפה וכל פעם נתקלנו סירוב שאין מקום או שאין להיכנס פנימה ללא תו ירוק. צחקנו, מה חשבנו לעצמנו שאנו נכנס למסעדה שאין לנו צו ירוק בכלל. כלומר לחלק מאיתנו. המשכנו לחפש אולי יש ""צדיק"" בסדום שלא יבקש תו ירוק ? אומנם לפי החוק מותר לשבת בחוץ בכל מסעדה, אבל מי רוצה לשבת ביום שרב בחוץ. התחיל וויכוח בית בני המשפחה לחלק לא היה אכפת לשבת בחוץ ולחלק כן. אני בכלל חשבתי, למה עשיתנו את זה ביום בחירות, כל עם ישראל בחוץ. אנשים גדשו את ההקלות ויצאו לבלות ולקנות דברים, הרי שנה הם ישבו בבית. לאחר וויכוחים חלק מהמשפחה הלכו הבייתה. אני החלטתי ללכת עם חלק מהמשפחה לאכול מאכל שכיף לאכול בכל מקום בחוץ בקיץ וזה גלידה ! הגענו למקום ושחנו שאנו סוף סוף נהנים קצת ולאחר מכן שבו הבייתה לאחר יום ארוך. וכמובן הצבענו. ובהגיענו הבייתה שמחים ומאושרים נחנו והלכנו לישון לאחר יום מעייף.",m
